,Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg,Unnamed: 0,v1Act1,v1Act2,v1ActAvg,v1Sent1,v1Sent2,v1SentAvg,v2Act1,v2Act2,v2ActAvg,v2Sent1,v2Sent2,v2SentAvg,v3Act1,v3Act2,v3ActAvg,v3Sent1,v3Sent2,v3SentAvg
0,2017 12 13 0,7,6,6.5,2,3,2.5,7.0,7,7.0,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 12 13 0,8.0,,8.0,1.0,,1.0,8.0,8.0,8.0,2.0,2.0,2.0,7.0,8.0,7.5,3.0,2.0,2.5
1,2017 12 13 1,6,6,6.0,4,4,4.0,5.0,5,5.0,7.0,5,6.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 12 13 1,,,,,,,7.0,,7.0,6.0,,6.0,6.0,5.0,5.5,6.0,5.0,5.5
2,2017 12 13 2,6,7,6.5,7,8,7.5,9.0,5,7.0,6.0,7,6.5,5.0,5.0,5.0,5.0,6.0,5.5,2017 12 13 2,7.0,7.0,7.0,3.0,3.0,3.0,8.0,,8.0,8.0,,8.0,,,,,,
3,2017 12 13 3,7,8,7.5,0,0,0.0,7.0,7,7.0,1.0,1,1.0,6.0,7.0,6.5,2.0,3.0,2.5,2017 12 13 3,9.0,8.0,8.5,1.0,2.0,1.5,9.0,9.0,9.0,2.0,1.0,1.5,7.0,,7.0,3.0,,3.0
4,2017 12 13 4,6,7,6.5,7,4,5.5,6.0,6,6.0,8.0,3,5.5,6.0,5.0,5.5,6.0,6.0,6.0,2017 12 13 4,10.0,,10.0,0.0,,0.0,,,,,,,10.0,,10.0,7.0,,7.0
5,2017 12 13 5,6,6,6.0,7,7,7.0,5.0,5,5.0,7.0,7,7.0,6.0,6.0,6.0,7.0,7.0,7.0,2017 12 13 5,6.0,7.0,6.5,3.0,3.0,3.0,,,,,,,6.0,,6.0,5.0,,5.0
6,2017 12 13 6,5,6,5.5,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,5.0,5.0,6.0,6.0,6.0,2017 12 13 6,6.0,,6.0,4.0,,4.0,5.0,6.0,5.5,6.0,7.0,6.5,,,,,,
7,2017 12 13 7,7,7,7.0,3,3,3.0,8.0,6,7.0,1.0,3,2.0,8.0,8.0,8.0,3.0,3.0,3.0,2017 12 13 7,,,,,,,8.0,9.0,8.5,2.0,2.0,2.0,,,,,,
8,2017 12 13 8,6,6,6.0,4,4,4.0,6.0,5,5.5,5.0,5,5.0,6.0,6.0,6.0,3.0,4.0,3.5,2017 12 13 8,6.0,,6.0,4.0,,4.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,,5.0,4.0,,4.0
9,2017 12 13 9,6,6,6.0,0,0,0.0,5.0,6,5.5,2.0,3,2.5,6.0,7.0,6.5,2.0,2.0,2.0,2017 12 13 9,,,,,,,5.0,5.0,5.0,2.0,1.0,1.5,,,,,,
10,2017 12 08 0,6,7,6.5,4,6,5.0,5.0,5,5.0,5.0,5,5.0,3.0,4.0,3.5,6.0,5.0,5.5,2017 12 08 0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
11,2017 12 08 1,6,7,6.5,3,3,3.0,6.0,5,5.5,2.0,3,2.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 12 08 1,6.0,7.0,6.5,3.0,3.0,3.0,,,,,,,6.0,,6.0,4.0,,4.0
12,2017 12 08 2,6,6,6.0,4,4,4.0,7.0,5,6.0,3.0,5,4.0,6.0,5.0,5.5,4.0,4.0,4.0,2017 12 08 2,7.0,,7.0,3.0,,3.0,7.0,,7.0,4.0,,4.0,,,,,,
13,2017 12 08 3,6,6,6.0,0,1,0.5,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 12 08 3,5.0,6.0,5.5,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.5,3.0,3.0,3.0
14,2017 12 08 4,6,6,6.0,3,3,3.0,7.0,6,6.5,3.0,4,3.5,5.0,6.0,5.5,4.0,3.0,3.5,2017 12 08 4,,,,,,,7.0,,7.0,3.0,,3.0,6.0,,6.0,4.0,,4.0
15,2017 12 08 5,6,7,6.5,10,9,9.5,6.0,5,5.5,8.0,7,7.5,5.0,6.0,5.5,7.0,6.0,6.5,2017 12 08 5,,,,,,,5.0,5.0,5.0,5.0,6.0,5.5,4.0,,4.0,6.0,,6.0
16,2017 12 08 6,7,6,6.5,4,7,5.5,5.0,3,4.0,5.0,6,5.5,7.0,6.0,6.5,4.0,6.0,5.0,2017 12 08 6,5.0,5.0,5.0,5.0,5.0,5.0,6.0,,6.0,4.0,,4.0,5.0,,5.0,4.0,,4.0
17,2017 12 08 7,7,8,7.5,0,0,0.0,8.0,6,7.0,0.0,3,1.5,9.0,7.0,8.0,2.0,2.0,2.0,2017 12 08 7,6.0,,6.0,2.0,,2.0,6.0,,6.0,1.0,,1.0,5.0,,5.0,3.0,,3.0
18,2017 12 08 8,6,6,6.0,10,8,9.0,6.0,2,4.0,8.0,8,8.0,5.0,5.0,5.0,7.0,6.0,6.5,2017 12 08 8,4.0,5.0,4.5,5.0,5.0,5.0,5.0,6.0,5.5,8.0,8.0,8.0,,,,,,
19,2017 12 08 9,6,7,6.5,6,7,6.5,6.0,5,5.5,8.0,5,6.5,4.0,5.0,4.5,4.0,6.0,5.0,2017 12 08 9,6.0,5.0,5.5,6.0,4.0,5.0,6.0,,6.0,6.0,,6.0,5.0,5.0,5.0,6.0,5.0,5.5
20,2017 12 05 0,7,7,7.0,0,2,1.0,8.0,7,7.5,2.0,2,2.0,6.0,7.0,6.5,3.0,3.0,3.0,2017 12 05 0,6.0,6.0,6.0,3.0,3.0,3.0,7.0,7.0,7.0,4.0,3.0,3.5,6.0,,6.0,3.0,,3.0
21,2017 12 05 1,6,7,6.5,4,4,4.0,6.0,5,5.5,5.0,7,6.0,5.0,5.0,5.0,5.0,5.0,5.0,2017 12 05 1,7.0,,7.0,3.0,,3.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0
22,2017 12 05 2,5,6,5.5,8,8,8.0,4.0,3,3.5,8.0,8,8.0,6.0,7.0,6.5,6.0,7.0,6.5,2017 12 05 2,6.0,6.0,6.0,4.0,5.0,4.5,6.0,,6.0,6.0,,6.0,6.0,6.0,6.0,7.0,5.0,6.0
23,2017 12 05 3,7,7,7.0,7,7,7.0,7.0,4,5.5,7.0,6,6.5,6.0,5.0,5.5,6.0,6.0,6.0,2017 12 05 3,4.0,5.0,4.5,5.0,4.0,4.5,5.0,5.0,5.0,6.0,6.0,6.0,5.0,,5.0,5.0,,5.0
24,2017 12 05 4,7,6,6.5,8,9,8.5,6.0,5,5.5,10.0,8,9.0,5.0,5.0,5.0,8.0,6.0,7.0,2017 12 05 4,6.0,,6.0,9.0,,9.0,7.0,7.0,7.0,9.0,9.0,9.0,5.0,,5.0,7.0,,7.0
25,2017 12 05 5,7,7,7.0,10,8,9.0,3.0,4,3.5,9.0,8,8.5,5.0,6.0,5.5,7.0,7.0,7.0,2017 12 05 5,5.0,3.0,4.0,8.0,7.0,7.5,5.0,6.0,5.5,6.0,8.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0
26,2017 12 05 6,7,7,7.0,3,3,3.0,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 12 05 6,10.0,9.0,9.5,0.0,1.0,0.5,9.0,9.0,9.0,1.0,1.0,1.0,7.0,8.0,7.5,2.0,2.0,2.0
27,2017 12 05 7,6,7,6.5,8,10,9.0,5.0,5,5.0,10.0,7,8.5,5.0,5.0,5.0,7.0,7.0,7.0,2017 12 05 7,6.0,6.0,6.0,3.0,4.0,3.5,6.0,7.0,6.5,5.0,5.0,5.0,6.0,,6.0,6.0,,6.0
28,2017 12 05 8,7,6,6.5,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,5.0,5.0,8.0,7.0,7.5,2017 12 05 8,7.0,7.0,7.0,4.0,4.0,4.0,,,,,,,6.0,8.0,7.0,7.0,8.0,7.5
29,2017 12 05 9,7,6,6.5,8,6,7.0,6.0,4,5.0,9.0,8,8.5,6.0,4.0,5.0,7.0,6.0,6.5,2017 12 05 9,3.0,5.0,4.0,6.0,7.0,6.5,6.0,5.0,5.5,7.0,6.0,6.5,,,,,,
30,2017 12 01 0,6,7,6.5,2,3,2.5,7.0,7,7.0,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 12 01 0,7.0,6.0,6.5,2.0,3.0,2.5,6.0,6.0,6.0,4.0,5.0,4.5,5.0,,5.0,4.0,,4.0
31,2017 12 01 1,5,6,5.5,4,5,4.5,2.0,5,3.5,5.0,5,5.0,3.0,5.0,4.0,4.0,5.0,4.5,2017 12 01 1,6.0,6.0,6.0,4.0,4.0,4.0,6.0,7.0,6.5,4.0,4.0,4.0,,,,,,
32,2017 12 01 2,8,8,8.0,0,0,0.0,5.0,6,5.5,1.0,3,2.0,7.0,7.0,7.0,2.0,3.0,2.5,2017 12 01 2,6.0,5.0,5.5,3.0,3.0,3.0,7.0,7.0,7.0,2.0,3.0,2.5,6.0,6.0,6.0,4.0,4.0,4.0
33,2017 12 01 3,7,6,6.5,3,3,3.0,7.0,6,6.5,3.0,4,3.5,6.0,5.0,5.5,5.0,4.0,4.5,2017 12 01 3,6.0,,6.0,3.0,,3.0,6.0,,6.0,5.0,,5.0,5.0,6.0,5.5,4.0,4.0,4.0
34,2017 12 01 4,6,7,6.5,4,3,3.5,5.0,5,5.0,4.0,4,4.0,6.0,6.0,6.0,3.0,4.0,3.5,2017 12 01 4,5.0,,5.0,4.0,,4.0,5.0,,5.0,4.0,,4.0,6.0,5.0,5.5,5.0,4.0,4.5
35,2017 12 01 5,6,6,6.0,8,7,7.5,4.0,5,4.5,10.0,6,8.0,4.0,6.0,5.0,5.0,6.0,5.5,2017 12 01 5,5.0,5.0,5.0,6.0,5.0,5.5,6.0,,6.0,6.0,,6.0,5.0,4.0,4.5,5.0,5.0,5.0
36,2017 12 01 6,6,6,6.0,9,8,8.5,6.0,5,5.5,10.0,7,8.5,6.0,6.0,6.0,7.0,7.0,7.0,2017 12 01 6,7.0,6.0,6.5,3.0,4.0,3.5,6.0,7.0,6.5,6.0,8.0,7.0,,,,,,
37,2017 12 01 7,7,7,7.0,2,2,2.0,8.0,7,7.5,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 12 01 7,6.0,,6.0,3.0,,3.0,6.0,6.0,6.0,3.0,3.0,3.0,5.0,,5.0,4.0,,4.0
38,2017 12 01 8,7,7,7.0,10,10,10.0,7.0,5,6.0,8.0,7,7.5,6.0,5.0,5.5,7.0,7.0,7.0,2017 12 01 8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,7.0,,,,,,
39,2017 12 01 9,7,7,7.0,3,3,3.0,5.0,5,5.0,3.0,3,3.0,7.0,7.0,7.0,2.0,3.0,2.5,2017 12 01 9,5.0,5.0,5.0,5.0,3.0,4.0,6.0,5.0,5.5,3.0,3.0,3.0,5.0,,5.0,4.0,,4.0
40,2017 11 28 0,7,7,7.0,8,8,8.0,6.0,3,4.5,10.0,8,9.0,4.0,6.0,5.0,6.0,7.0,6.5,2017 11 28 0,10.0,8.0,9.0,1.0,2.0,1.5,9.0,,9.0,7.0,,7.0,7.0,,7.0,7.0,,7.0
41,2017 11 28 1,6,6,6.0,3,3,3.0,5.0,5,5.0,5.0,4,4.5,7.0,6.0,6.5,3.0,4.0,3.5,2017 11 28 1,5.0,5.0,5.0,5.0,4.0,4.5,5.0,,5.0,5.0,,5.0,5.0,4.0,4.5,5.0,5.0,5.0
42,2017 11 28 2,6,6,6.0,6,6,6.0,5.0,5,5.0,4.0,4,4.0,5.0,6.0,5.5,6.0,6.0,6.0,2017 11 28 2,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.5,5.0,5.0,5.0
43,2017 11 28 3,6,7,6.5,3,3,3.0,5.0,5,5.0,4.0,4,4.0,7.0,5.0,6.0,3.0,4.0,3.5,2017 11 28 3,7.0,,7.0,3.0,,3.0,7.0,7.0,7.0,3.0,3.0,3.0,6.0,,6.0,5.0,,5.0
44,2017 11 28 4,6,6,6.0,8,8,8.0,2.0,4,3.0,9.0,7,8.0,4.0,6.0,5.0,7.0,8.0,7.5,2017 11 28 4,5.0,,5.0,5.0,,5.0,5.0,,5.0,6.0,,6.0,,,,,,
45,2017 11 28 5,5,6,5.5,4,4,4.0,8.0,6,7.0,3.0,3,3.0,6.0,6.0,6.0,3.0,4.0,3.5,2017 11 28 5,6.0,6.0,6.0,3.0,4.0,3.5,6.0,6.0,6.0,5.0,5.0,5.0,6.0,,6.0,5.0,,5.0
46,2017 11 28 6,6,7,6.5,3,4,3.5,6.0,5,5.5,4.0,4,4.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 11 28 6,6.0,6.0,6.0,3.0,3.0,3.0,7.0,6.0,6.5,3.0,4.0,3.5,6.0,6.0,6.0,4.0,4.0,4.0
47,2017 11 28 7,8,7,7.5,1,0,0.5,6.0,6,6.0,2.0,3,2.5,8.0,7.0,7.5,2.0,2.0,2.0,2017 11 28 7,6.0,6.0,6.0,3.0,4.0,3.5,7.0,7.0,7.0,3.0,3.0,3.0,7.0,,7.0,2.0,,2.0
48,2017 11 28 8,5,6,5.5,10,9,9.5,6.0,5,5.5,10.0,8,9.0,4.0,4.0,4.0,5.0,6.0,5.5,2017 11 28 8,6.0,6.0,6.0,6.0,5.0,5.5,5.0,6.0,5.5,6.0,7.0,6.5,5.0,,5.0,6.0,,6.0
49,2017 11 28 9,6,6,6.0,8,8,8.0,4.0,5,4.5,9.0,8,8.5,5.0,4.0,4.5,7.0,6.0,6.5,2017 11 28 9,6.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,,5.0,5.0,,5.0
50,2017 11 23 0,6,6,6.0,4,6,5.0,7.0,6,6.5,5.0,5,5.0,7.0,6.0,6.5,4.0,3.0,3.5,2017 11 23 0,6.0,7.0,6.5,4.0,3.0,3.5,7.0,7.0,7.0,6.0,4.0,5.0,7.0,,7.0,6.0,,6.0
51,2017 11 23 1,7,6,6.5,8,7,7.5,5.0,3,4.0,9.0,7,8.0,4.0,4.0,4.0,6.0,5.0,5.5,2017 11 23 1,,,,,,,6.0,6.0,6.0,8.0,8.0,8.0,5.0,3.0,4.0,5.0,7.0,6.0
52,2017 11 23 2,6,6,6.0,4,6,5.0,3.0,6,4.5,5.0,3,4.0,6.0,6.0,6.0,4.0,4.0,4.0,2017 11 23 2,5.0,5.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,4.0,3.0,3.5,5.0,5.0,5.0,4.0,5.0,4.5
53,2017 11 23 3,6,6,6.0,6,8,7.0,8.0,6,7.0,8.0,7,7.5,4.0,5.0,4.5,7.0,7.0,7.0,2017 11 23 3,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.5,8.0,6.0,7.0,5.0,,5.0,5.0,,5.0
54,2017 11 23 4,6,6,6.0,8,7,7.5,5.0,4,4.5,7.0,7,7.0,4.0,5.0,4.5,6.0,6.0,6.0,2017 11 23 4,7.0,6.0,6.5,5.0,4.0,4.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,5.0,,5.0
55,2017 11 23 5,6,6,6.0,7,7,7.0,7.0,6,6.5,6.0,5,5.5,6.0,7.0,6.5,3.0,4.0,3.5,2017 11 23 5,6.0,7.0,6.5,4.0,3.0,3.5,7.0,6.0,6.5,4.0,4.0,4.0,,,,,,
56,2017 11 23 6,6,7,6.5,3,3,3.0,8.0,6,7.0,1.0,4,2.5,6.0,7.0,6.5,3.0,3.0,3.0,2017 11 23 6,,,,,,,8.0,7.0,7.5,3.0,3.0,3.0,7.0,7.0,7.0,5.0,3.0,4.0
57,2017 11 23 7,7,6,6.5,7,8,7.5,6.0,6,6.0,8.0,5,6.5,7.0,7.0,7.0,3.0,4.0,3.5,2017 11 23 7,6.0,6.0,6.0,6.0,4.0,5.0,6.0,,6.0,4.0,,4.0,5.0,,5.0,5.0,,5.0
58,2017 11 23 8,6,6,6.0,8,7,7.5,5.0,5,5.0,6.0,7,6.5,4.0,4.0,4.0,6.0,6.0,6.0,2017 11 23 8,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,3.0,,3.0,5.0,,5.0
59,2017 11 23 9,5,6,5.5,5,4,4.5,5.0,5,5.0,5.0,5,5.0,3.0,3.0,3.0,5.0,5.0,5.0,2017 11 23 9,6.0,6.0,6.0,4.0,4.0,4.0,7.0,6.0,6.5,5.0,5.0,5.0,7.0,6.0,6.5,5.0,4.0,4.5
60,2017 11 20 0,8,8,8.0,10,10,10.0,7.0,5,6.0,8.0,8,8.0,5.0,5.0,5.0,8.0,7.0,7.5,2017 11 20 0,7.0,6.0,6.5,4.0,4.0,4.0,,,,,,,7.0,6.0,6.5,6.0,7.0,6.5
61,2017 11 20 1,7,7,7.0,8,8,8.0,5.0,2,3.5,8.0,7,7.5,5.0,5.0,5.0,6.0,6.0,6.0,2017 11 20 1,6.0,6.0,6.0,5.0,6.0,5.5,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.5
62,2017 11 20 2,7,7,7.0,4,6,5.0,6.0,6,6.0,8.0,8,8.0,6.0,6.0,6.0,4.0,6.0,5.0,2017 11 20 2,,,,,,,6.0,6.0,6.0,5.0,7.0,6.0,,,,,,
63,2017 11 20 3,6,7,6.5,2,3,2.5,7.0,6,6.5,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0,2017 11 20 3,7.0,7.0,7.0,1.0,3.0,2.0,7.0,8.0,7.5,2.0,2.0,2.0,7.0,,7.0,3.0,,3.0
64,2017 11 20 4,6,6,6.0,8,8,8.0,9.0,6,7.5,8.0,6,7.0,4.0,4.0,4.0,6.0,6.0,6.0,2017 11 20 4,6.0,5.0,5.5,4.0,4.0,4.0,6.0,,6.0,7.0,,7.0,5.0,5.0,5.0,5.0,5.0,5.0
65,2017 11 20 5,6,6,6.0,8,7,7.5,3.0,5,4.0,8.0,7,7.5,5.0,5.0,5.0,6.0,6.0,6.0,2017 11 20 5,6.0,7.0,6.5,4.0,2.0,3.0,7.0,7.0,7.0,6.0,7.0,6.5,7.0,,7.0,5.0,,5.0
66,2017 11 20 6,7,7,7.0,1,1,1.0,5.0,6,5.5,2.0,3,2.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 11 20 6,6.0,6.0,6.0,3.0,3.0,3.0,6.0,,6.0,3.0,,3.0,5.0,,5.0,2.0,,2.0
67,2017 11 20 7,7,7,7.0,2,3,2.5,6.0,5,5.5,2.0,3,2.5,6.0,6.0,6.0,3.0,4.0,3.5,2017 11 20 7,7.0,8.0,7.5,2.0,3.0,2.5,,,,,,,,,,,,
68,2017 11 20 8,8,8,8.0,0,0,0.0,9.0,7,8.0,0.0,1,0.5,7.0,8.0,7.5,3.0,2.0,2.5,2017 11 20 8,8.0,7.0,7.5,1.0,1.0,1.0,7.0,,7.0,1.0,,1.0,,,,,,
69,2017 11 20 9,6,6,6.0,4,4,4.0,9.0,7,8.0,0.0,1,0.5,4.0,5.0,4.5,4.0,4.0,4.0,2017 11 20 9,6.0,5.0,5.5,3.0,4.0,3.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,5.0,,5.0
70,2017 11 07 0,7,6,6.5,7,7,7.0,5.0,5,5.0,9.0,7,8.0,5.0,6.0,5.5,7.0,6.0,6.5,2017 11 07 0,7.0,7.0,7.0,4.0,2.0,3.0,7.0,,7.0,7.0,,7.0,,,,,,
71,2017 11 07 1,7,8,7.5,2,3,2.5,9.0,8,8.5,1.0,1,1.0,7.0,7.0,7.0,4.0,3.0,3.5,2017 11 07 1,7.0,7.0,7.0,4.0,3.0,3.5,7.0,7.0,7.0,4.0,4.0,4.0,6.0,7.0,6.5,4.0,4.0,4.0
72,2017 11 07 2,7,6,6.5,4,4,4.0,7.0,7,7.0,2.0,3,2.5,6.0,6.0,6.0,3.0,4.0,3.5,2017 11 07 2,7.0,7.0,7.0,2.0,3.0,2.5,7.0,8.0,7.5,4.0,4.0,4.0,7.0,,7.0,5.0,,5.0
73,2017 11 07 3,5,8,6.5,8,9,8.5,5.0,5,5.0,8.0,8,8.0,5.0,5.0,5.0,8.0,6.0,7.0,2017 11 07 3,7.0,7.0,7.0,3.0,3.0,3.0,7.0,7.0,7.0,6.0,8.0,7.0,8.0,,8.0,3.0,,3.0
74,2017 11 07 4,6,7,6.5,3,3,3.0,6.0,5,5.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0,2017 11 07 4,7.0,7.0,7.0,3.0,3.0,3.0,7.0,8.0,7.5,4.0,4.0,4.0,7.0,,7.0,4.0,,4.0
75,2017 11 07 5,8,7,7.5,0,2,1.0,7.0,7,7.0,0.0,3,1.5,8.0,7.0,7.5,3.0,3.0,3.0,2017 11 07 5,7.0,6.0,6.5,3.0,3.0,3.0,,,,,,,,,,,,
76,2017 11 07 6,7,7,7.0,0,2,1.0,7.0,7,7.0,1.0,4,2.5,7.0,8.0,7.5,3.0,3.0,3.0,2017 11 07 6,7.0,6.0,6.5,3.0,3.0,3.0,7.0,8.0,7.5,2.0,2.0,2.0,7.0,,7.0,3.0,,3.0
77,2017 11 07 7,6,6,6.0,10,8,9.0,5.0,5,5.0,10.0,8,9.0,5.0,6.0,5.5,7.0,7.0,7.0,2017 11 07 7,6.0,5.0,5.5,4.0,5.0,4.5,6.0,6.0,6.0,8.0,8.0,8.0,,,,,,
78,2017 11 07 8,7,7,7.0,2,3,2.5,5.0,6,5.5,5.0,4,4.5,6.0,6.0,6.0,3.0,4.0,3.5,2017 11 07 8,7.0,6.0,6.5,3.0,4.0,3.5,6.0,6.0,6.0,5.0,4.0,4.5,,,,,,
79,2017 11 07 9,7,6,6.5,2,3,2.5,8.0,6,7.0,2.0,4,3.0,6.0,6.0,6.0,4.0,3.0,3.5,2017 11 07 9,8.0,7.0,7.5,2.0,3.0,2.5,8.0,8.0,8.0,5.0,4.0,4.5,8.0,,8.0,2.0,,2.0
80,2017 11 02 0,3,5,4.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,3.0,4.0,3.5,5.0,5.0,5.0,2017 11 02 0,4.0,5.0,4.5,4.0,3.0,3.5,6.0,6.0,6.0,5.0,5.0,5.0,,,,,,
81,2017 11 02 1,7,7,7.0,8,8,8.0,6.0,3,4.5,8.0,7,7.5,7.0,7.0,7.0,8.0,7.0,7.5,2017 11 02 1,6.0,,6.0,2.0,,2.0,7.0,,7.0,5.0,,5.0,6.0,6.0,6.0,5.0,6.0,5.5
82,2017 11 02 2,9,8,8.5,0,1,0.5,9.0,8,8.5,0.0,2,1.0,8.0,8.0,8.0,3.0,2.0,2.5,2017 11 02 2,9.0,,9.0,1.0,,1.0,8.0,8.0,8.0,1.0,2.0,1.5,8.0,,8.0,3.0,,3.0
83,2017 11 02 3,6,7,6.5,3,3,3.0,8.0,8,8.0,3.0,3,3.0,7.0,6.0,6.5,4.0,4.0,4.0,2017 11 02 3,6.0,6.0,6.0,1.0,2.0,1.5,7.0,7.0,7.0,2.0,2.0,2.0,6.0,,6.0,4.0,,4.0
84,2017 11 02 4,7,7,7.0,2,2,2.0,7.0,7,7.0,2.0,1,1.5,7.0,7.0,7.0,2.0,3.0,2.5,2017 11 02 4,6.0,6.0,6.0,1.0,3.0,2.0,6.0,6.0,6.0,3.0,2.0,2.5,6.0,,6.0,3.0,,3.0
85,2017 11 02 5,6,7,6.5,2,3,2.5,6.0,6,6.0,3.0,4,3.5,7.0,6.0,6.5,3.0,3.0,3.0,2017 11 02 5,7.0,7.0,7.0,2.0,3.0,2.5,7.0,6.0,6.5,3.0,3.0,3.0,6.0,,6.0,3.0,,3.0
86,2017 11 02 6,6,6,6.0,3,3,3.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2017 11 02 6,,,,,,,5.0,,5.0,4.0,,4.0,5.0,3.0,4.0,5.0,5.0,5.0
87,2017 11 02 7,7,8,7.5,0,1,0.5,9.0,8,8.5,0.0,3,1.5,8.0,8.0,8.0,3.0,3.0,3.0,2017 11 02 7,10.0,10.0,10.0,0.0,0.0,0.0,9.0,8.0,8.5,1.0,1.0,1.0,7.0,8.0,7.5,2.0,3.0,2.5
88,2017 11 02 8,6,7,6.5,7,7,7.0,1.0,6,3.5,6.0,5,5.5,5.0,6.0,5.5,6.0,6.0,6.0,2017 11 02 8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,,6.0,5.0,,5.0
89,2017 11 02 9,6,7,6.5,4,3,3.5,7.0,5,6.0,5.0,6,5.5,7.0,7.0,7.0,4.0,4.0,4.0,2017 11 02 9,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
90,2017 10 30 0,7,7,7.0,3,3,3.0,7.0,8,7.5,4.0,3,3.5,7.0,7.0,7.0,3.0,3.0,3.0,2017 10 30 0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,5.5,5.0,4.0,4.5,5.0,5.0,5.0,4.0,4.0,4.0
91,2017 10 30 1,6,7,6.5,4,3,3.5,8.0,6,7.0,3.0,2,2.5,7.0,6.0,6.5,2.0,4.0,3.0,2017 10 30 1,6.0,6.0,6.0,3.0,4.0,3.5,5.0,5.0,5.0,5.0,4.0,4.5,4.0,,4.0,5.0,,5.0
92,2017 10 30 2,7,7,7.0,2,3,2.5,8.0,7,7.5,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
93,2017 10 30 3,7,7,7.0,10,10,10.0,4.0,2,3.0,10.0,7,8.5,6.0,6.0,6.0,8.0,7.0,7.5,2017 10 30 3,5.0,6.0,5.5,4.0,4.0,4.0,7.0,,7.0,7.0,,7.0,7.0,,7.0,7.0,,7.0
94,2017 10 30 4,6,7,6.5,3,3,3.0,5.0,6,5.5,5.0,3,4.0,6.0,6.0,6.0,3.0,4.0,3.5,2017 10 30 4,6.0,5.0,5.5,3.0,4.0,3.5,5.0,,5.0,5.0,,5.0,5.0,,5.0,5.0,,5.0
95,2017 10 30 5,6,6,6.0,6,7,6.5,5.0,5,5.0,6.0,5,5.5,3.0,4.0,3.5,6.0,6.0,6.0,2017 10 30 5,,,,,,,7.0,7.0,7.0,4.0,5.0,4.5,,,,,,
96,2017 10 30 6,6,7,6.5,8,9,8.5,6.0,5,5.5,8.0,8,8.0,5.0,7.0,6.0,7.0,8.0,7.5,2017 10 30 6,7.0,7.0,7.0,3.0,3.0,3.0,7.0,6.0,6.5,5.0,5.0,5.0,6.0,,6.0,6.0,,6.0
97,2017 10 30 7,6,7,6.5,4,3,3.5,5.0,5,5.0,5.0,5,5.0,7.0,6.0,6.5,4.0,4.0,4.0,2017 10 30 7,,,,,,,7.0,7.0,7.0,3.0,3.0,3.0,7.0,,7.0,4.0,,4.0
