Order,Video,Coder,Sentiment,Activation,Anger,Disgust,Fear,Surprise,Sadness,Happiness
951,2017 10 17 3,P-O R. B.,3,7,1,0,0,0,0,0
952,2017 04 12 2,P-O R. B.,6,6,0,0,0,0,0,0
953,2017 05 02 6,P-O R. B.,5,6,0,0,0,0,0,0
954,2017 10 02 1,P-O R. B.,5,6,0,0,0,0,0,0
955,2017 10 05 4,P-O R. B.,4,6,0,1,0,0,0,0
956,2017 03 23 6,P-O R. B.,8,2,1,1,0,0,0,0
957,2017 06 13 7,P-O R. B.,5,4,0,0,0,0,0,0
958,2016 11 21 3,P-O R. B.,3,7,0,1,0,1,0,0
959,2016 11 04 0,P-O R. B.,4,6,0,0,0,0,0,0
960,2016 06 10 3,P-O R. B.,4,3,0,0,1,0,1,0
961,2016 05 04 6,P-O R. B.,5,4,0,1,0,0,0,0
962,2016 01 28 7,P-O R. B.,6,5,0,0,0,0,0,0
963,2016 03 21 2,P-O R. B.,4,6,0,0,0,0,0,0
964,2015 02 17 5,P-O R. B.,5,5,0,0,0,0,0,0
965,2015 03 24 3,P-O R. B.,5,5,0,0,0,0,0,0
966,2017 11 28 2,P-O R. B.,4,4,0,0,0,0,0,0
967,2017 05 10 3,P-O R. B.,3,6,1,1,0,0,0,0
968,2017 11 28 0,P-O R. B.,2,8,1,0,0,0,0,0
969,2017 12 08 1,P-O R. B.,3,7,0,1,0,0,0,0
970,2017 12 08 2,P-O R. B.,3,7,0,1,0,0,0,0
971,2015 04 24 2,P-O R. B.,3,6,0,1,0,0,0,0
972,2015 02 20 7,P-O R. B.,5,5,0,0,0,0,0,0
973,2015 02 25 1,P-O R. B.,4,6,0,0,0,0,0,0
974,2017 06 01 4,P-O R. B.,3,7,0,1,0,0,0,0
975,2015 04 29 2,P-O R. B.,7,6,0,0,0,0,0,1
976,2017 06 01 8,P-O R. B.,4,6,0,1,0,0,0,0
977,2017 10 25 6,P-O R. B.,4,6,0,0,0,0,0,0
978,2017 04 12 8,P-O R. B.,4,5,0,1,0,0,0,0
979,2017 02 24 9,P-O R. B.,5,4,0,0,0,0,0,0
980,2017 09 22 2,P-O R. B.,5,5,0,0,0,0,0,0
981,2017 11 23 2,P-O R. B.,4,5,0,1,0,0,0,0
982,2017 05 15 0,P-O R. B.,5,6,0,0,0,0,0,0
983,2017 05 02 8,P-O R. B.,5,5,0,0,0,0,0,0
984,2016 11 24 3,P-O R. B.,3,6,0,1,0,0,0,0
985,2017 02 02 7,P-O R. B.,4,6,1,0,0,0,0,0
986,2016 05 04 6,P-O R. B.,5,4,0,1,0,0,0,0
987,2016 06 02 2,P-O R. B.,5,5,0,0,0,0,0,0
988,2016 03 09 7,P-O R. B.,4,5,0,0,1,0,0,0
989,2015 06 17 4,P-O R. B.,5,6,0,0,0,0,0,0
990,2015 04 21 6,P-O R. B.,5,6,0,0,0,0,0,0
991,2015 02 20 6,P-O R. B.,3,6,0,1,0,0,0,0
992,2017 06 20 0,P-O R. B.,8,5,0,0,0,0,0,1
993,2017 05 18 1,P-O R. B.,4,5,0,1,0,0,0,0
994,2017 12 13 5,P-O R. B.,4,6,0,1,0,0,0,0
995,2017 04 12 2,P-O R. B.,7,6,0,0,0,0,0,0
996,2017 11 23 9,P-O R. B.,4,6,0,1,0,0,0,0
997,2017 11 20 8,P-O R. B.,3,7,1,1,0,0,0,0
998,2015 03 24 7,P-O R. B.,3,6,0,0,0,0,0,0
999,2017 11 28 4,P-O R. B.,5,5,0,0,0,0,0,0
1000,2015 05 27 5,P-O R. B.,4,5,0,1,0,0,0,0
1001,2017 10 25 8,P-O R. B.,6,6,0,0,0,0,0,1
1002,2017 10 17 2,P-O R. B.,3,6,0,1,0,0,0,0
1003,2017 09 22 9,P-O R. B.,5,5,0,0,0,0,0,0
1004,2017 05 05 2,P-O R. B.,5,6,0,0,0,0,0,0
1005,2017 10 20 5,P-O R. B.,6,5,0,0,0,0,0,0
1006,2017 11 20 6,P-O R. B.,3,6,0,1,0,0,0,0
1007,2017 10 05 9,P-O R. B.,5,6,0,0,0,0,0,0
1008,2017 05 18 4,P-O R. B.,5,4,0,0,0,0,0,0
1009,2017 06 06 7,P-O R. B.,6,4,1,0,0,0,0,0
1010,2016 11 29 3,P-O R. B.,4,5,0,0,0,0,1,0
1011,2017 02 07 0,P-O R. B.,4,5,0,0,0,0,0,0
1012,2016 10 18 0,P-O R. B.,7,4,0,1,0,0,0,0
1013,2016 05 17 5,P-O R. B.,6,4,0,0,0,0,0,0
1014,2016 01 25 4,P-O R. B.,6,6,0,0,0,0,0,0
1015,2016 01 25 3,P-O R. B.,4,7,0,0,0,0,0,0
1016,2015 03 24 6,P-O R. B.,5,5,0,0,0,0,0,0
1017,2015 02 25 7,P-O R. B.,5,4,0,0,1,0,0,0
1018,2017 11 23 9,P-O R. B.,4,6,1,1,0,0,0,0
1019,2017 11 07 4,P-O R. B.,3,7,0,1,0,0,0,0
1020,2017 11 28 6,P-O R. B.,4,6,0,1,0,0,0,0
1021,2017 04 07 6,P-O R. B.,5,5,0,0,0,0,0,0
1022,2017 11 23 7,P-O R. B.,3,6,0,0,1,0,0,0
1023,2015 04 29 8,P-O R. B.,4,6,0,0,1,0,0,0
1024,2017 11 07 9,P-O R. B.,3,7,0,1,0,0,0,0
1025,2017 11 20 0,P-O R. B.,4,6,0,0,0,0,0,0
1026,2017 10 30 6,P-O R. B.,3,7,1,0,0,0,0,0
1027,2015 05 12 9,P-O R. B.,5,5,0,0,0,0,0,0
1028,2017 06 20 5,P-O R. B.,4,6,0,1,0,0,0,0
1029,2017 06 13 9,P-O R. B.,7,5,0,0,0,1,0,0
1030,2017 05 05 3,P-O R. B.,8,5,0,0,0,0,0,0
1031,2017 03 23 4,P-O R. B.,2,8,1,1,1,0,0,0
1032,2017 12 05 0,P-O R. B.,3,6,1,1,0,0,0,0
1033,2017 09 27 8,P-O R. B.,3,5,0,0,0,0,0,0
1034,2017 06 09 5,P-O R. B.,5,5,0,0,0,0,0,0
1035,2017 03 23 3,P-O R. B.,5,5,0,0,0,0,0,0
1036,2016 12 02 0,P-O R. B.,3,6,0,1,0,0,0,0
1037,2016 12 07 6,P-O R. B.,2,7,1,1,0,0,0,0
1038,2016 05 04 5,P-O R. B.,6,4,0,1,0,0,0,0
1039,2016 09 23 6,P-O R. B.,5,3,1,0,0,0,1,0
1040,2016 02 18 1,P-O R. B.,3,7,1,1,0,0,0,0
1041,2015 06 09 4,P-O R. B.,4,5,0,0,0,0,0,0
1042,2015 03 27 4,P-O R. B.,2,6,1,1,0,0,0,0
1043,2015 05 15 2,P-O R. B.,2,8,1,1,0,0,0,0
1044,2017 06 09 1,P-O R. B.,5,5,0,0,0,0,0,0
1045,2017 11 23 2,P-O R. B.,2,5,1,0,0,0,0,0
1046,2017 04 12 5,P-O R. B.,7,6,0,0,0,0,0,1
1047,2017 04 12 1,P-O R. B.,4,5,0,0,0,0,0,0
1048,2015 06 01 0,P-O R. B.,5,5,0,0,0,0,0,0
1049,2015 04 24 5,P-O R. B.,4,5,0,0,0,0,1,0
1050,2017 11 23 2,P-O R. B.,3,5,1,0,0,0,0,0
1051,2017 12 05 6,P-O R. B.,1,9,1,1,0,0,0,0
1052,2015 04 29 0,P-O R. B.,3,7,0,0,0,0,0,0
1053,2015 04 01 3,P-O R. B.,1,9,1,1,0,0,0,0
1054,2017 10 30 4,P-O R. B.,4,5,0,0,0,0,0,0
1055,2017 06 09 7,P-O R. B.,3,6,1,0,0,0,0,0
1056,2017 04 12 6,P-O R. B.,5,6,0,0,0,0,0,0
1057,2017 10 20 2,P-O R. B.,4,6,0,0,0,0,0,0
1058,2017 11 23 3,P-O R. B.,6,5,0,0,0,0,0,0
1059,2017 10 05 6,P-O R. B.,5,6,0,0,0,0,0,0
1060,2017 06 20 5,P-O R. B.,6,4,1,0,0,0,0,0
1061,2017 05 10 5,P-O R. B.,5,6,0,0,0,0,0,0
1062,2016 12 02 8,P-O R. B.,4,6,1,0,0,0,0,0
1063,2016 10 21 3,P-O R. B.,5,5,0,0,0,0,0,0
1064,2016 05 12 7,P-O R. B.,8,2,1,1,0,0,0,0
1065,2016 05 04 9,P-O R. B.,6,4,0,0,0,0,0,0
1066,2016 01 28 5,P-O R. B.,4,5,0,0,0,0,0,0
1067,2016 03 09 6,P-O R. B.,5,6,0,0,0,0,0,0
1068,2015 02 17 2,P-O R. B.,3,6,0,0,0,0,0,0
1069,2015 02 20 0,P-O R. B.,2,7,1,0,0,0,0,0
1070,2017 11 20 7,P-O R. B.,3,8,1,1,0,0,0,0
1071,2017 11 23 7,P-O R. B.,3,6,0,0,1,0,0,0
1072,2017 05 05 9,P-O R. B.,2,7,1,1,0,0,0,0
1073,2017 11 20 6,P-O R. B.,3,6,0,0,0,0,0,0
1074,2015 04 01 5,P-O R. B.,3,7,0,0,0,0,0,0
1075,2015 06 01 7,P-O R. B.,4,6,0,0,0,0,0,0
1076,2015 01 28 1,P-O R. B.,4,6,0,0,0,0,0,0
1077,2015 03 12 1,P-O R. B.,3,6,1,0,0,0,0,0
1078,2015 04 29 7,P-O R. B.,3,7,0,0,0,0,0,0
1079,2017 10 25 4,P-O R. B.,5,5,0,0,0,0,0,0
1080,2017 06 20 8,P-O R. B.,4,6,0,0,0,0,0,0
1081,2017 05 18 7,P-O R. B.,4,6,0,0,0,0,0,0
1082,2017 10 20 9,P-O R. B.,5,5,0,0,0,0,0,0
1084,2017 10 20 6,P-O R. B.,5,5,0,0,0,0,0,0
1085,2017 10 02 3,P-O R. B.,3,6,0,0,0,0,1,0
1086,2017 06 01 4,P-O R. B.,7,3,1,0,0,0,0,0
1087,2017 05 15 7,P-O R. B.,7,3,1,0,0,0,0,0
1088,2016 11 21 9,P-O R. B.,4,5,0,0,0,0,0,0
1089,2016 12 12 3,P-O R. B.,4,6,0,0,0,0,0,0
1090,2016 10 06 2,P-O R. B.,6,5,0,0,0,0,0,0
1091,2016 09 23 5,P-O R. B.,6,4,0,0,0,0,0,0
1092,2015 06 17 1,P-O R. B.,3,7,1,0,0,0,0,0
1093,2016 04 11 2,P-O R. B.,0,9,1,1,0,0,0,0
1094,2015 01 28 1,P-O R. B.,5,5,0,0,0,0,0,0
1095,2015 03 24 6,P-O R. B.,5,5,0,0,0,0,0,0
1096,2017 12 05 5,P-O R. B.,7,3,0,0,0,0,0,0
1097,2017 06 20 9,P-O R. B.,5,5,0,0,0,0,0,0
1098,2017 12 08 0,P-O R. B.,5,5,0,0,0,0,0,0
1099,2017 11 28 0,P-O R. B.,1,9,1,0,0,0,0,0
1100,2015 06 01 5,P-O R. B.,5,4,0,0,0,0,0,0
1101,2017 11 23 9,P-O R. B.,4,6,1,0,0,0,0,0
1102,2017 12 13 4,P-O R. B.,0,10,1,0,0,0,0,0
1103,2015 02 05 5,P-O R. B.,3,6,0,1,0,0,0,0
1104,2015 04 01 5,P-O R. B.,3,7,0,0,0,0,0,0
1105,2015 04 21 4,P-O R. B.,5,5,0,0,0,0,0,0
1106,2017 06 13 5,P-O R. B.,4,6,0,0,0,0,0,0
1107,2017 05 18 9,P-O R. B.,5,6,0,0,0,0,0,0
1108,2017 04 12 5,P-O R. B.,7,5,0,0,0,0,0,1
1109,2017 09 22 7,P-O R. B.,3,6,0,1,0,0,0,0
1110,2017 11 28 2,P-O R. B.,5,4,0,0,0,0,0,0
1111,2017 10 30 0,P-O R. B.,4,6,0,1,0,0,0,0
1112,2017 03 23 9,P-O R. B.,6,3,0,1,0,0,0,0
1113,2017 06 13 2,P-O R. B.,6,6,0,0,0,0,0,0
1114,2017 02 10 4,P-O R. B.,4,5,0,0,0,0,1,0
1115,2016 11 21 2,P-O R. B.,5,6,0,0,0,0,0,0
1116,2016 06 15 3,P-O R. B.,6,4,0,0,0,0,0,0
1117,2016 09 19 1,P-O R. B.,7,3,0,1,0,0,0,0
1118,2016 02 26 4,P-O R. B.,5,6,0,0,0,0,0,0
1119,2016 02 02 5,P-O R. B.,5,5,0,0,0,0,0,0
1120,2015 04 24 2,P-O R. B.,3,6,0,1,0,0,0,0
1121,2015 04 01 4,P-O R. B.,4,6,0,0,0,1,0,0
1122,2017 06 09 1,P-O R. B.,5,5,0,0,0,0,0,0
1123,2017 12 1 6,P-O R. B.,4,6,1,0,0,0,0,0
1124,2017 05 02 0,P-O R. B.,7,6,0,0,0,0,0,1
1125,2017 12 05 4,P-O R. B.,9,6,0,0,0,0,0,1
1126,2015 04 29 7,P-O R. B.,3,7,0,1,0,0,0,0
1127,2017 12 05 0,P-O R. B.,3,6,0,1,0,0,0,0
1128,2017 11 28 6,P-O R. B.,3,6,0,0,0,0,0,0
1129,2015 03 27 9,P-O R. B.,4,5,0,0,1,0,0,0
1130,2017 11 02 9,P-O R. B.,4,5,0,0,0,0,0,0
1131,2017 10 20 1,P-O R. B.,3,6,0,1,0,0,0,0
1132,2017 10 30 6,P-O R. B.,3,6,1,1,0,0,0,0
1133,2017 06 13 8,P-O R. B.,4,5,0,0,0,0,0,0
1134,2017 05 02 0,P-O R. B.,7,6,0,0,0,0,0,1
1135,2017 11 02 9,P-O R. B.,4,5,0,0,0,0,0,0
1136,2017 10 30 6,P-O R. B.,3,6,1,0,0,0,0,0
1137,2017 10 17 1,P-O R. B.,5,5,0,0,0,0,0,0
1138,2017 05 10 0,P-O R. B.,6,8,0,0,0,0,0,1
1139,2017 09 19 8,P-O R. B.,6,5,0,0,0,0,0,0
1140,2017 01 30 1,P-O R. B.,4,5,0,0,0,0,1,0
1141,2016 12 12 0,P-O R. B.,4,6,0,0,0,0,0,0
1142,2016 06 02 0,P-O R. B.,7,3,1,1,0,0,0,0
1143,2016 05 04 8,P-O R. B.,6,3,0,1,0,0,0,0
1144,2016 01 25 5,P-O R. B.,4,5,0,0,0,0,0,0
1145,2016 02 18 1,P-O R. B.,3,6,1,1,0,0,0,0
1146,2015 02 20 2,P-O R. B.,3,6,0,0,0,0,0,0
1147,2015 04 21 3,P-O R. B.,3,6,0,1,0,0,0,0
1148,2017 11 23 2,P-O R. B.,3,5,1,0,0,0,0,0
1149,2017 11 07 6,P-O R. B.,3,7,1,1,0,0,0,0
1150,2017 04 12 1,P-O R. B.,5,5,0,0,0,0,0,0
1151,2017 12 05 1,P-O R. B.,3,7,1,0,0,0,0,0
1152,2015 05 27 3,P-O R. B.,3,6,0,1,0,0,0,0
1153,2017 11 23 3,P-O R. B.,6,5,0,0,0,0,0,0
1154,2015 02 25 6,P-O R. B.,5,6,0,0,0,0,0,0
1155,2017 12 05 2,P-O R. B.,5,6,0,0,0,0,0,0
1156,2015 05 12 0,P-O R. B.,3,6,0,0,0,0,0,0
1157,2015 05 12 2,P-O R. B.,4,5,0,1,0,0,0,0
1158,2017 06 06 8,P-O R. B.,4,6,0,1,0,0,0,0
1159,2017 05 15 6,P-O R. B.,4,6,0,0,0,0,0,0
1160,2017 05 05 0,P-O R. B.,4,5,0,0,0,0,0,0
1161,2017 04 12 8,P-O R. B.,4,6,0,1,0,0,0,0
1162,2017 12 05 2,P-O R. B.,5,6,0,0,0,0,0,0
1163,2017 09 22 9,P-O R. B.,5,5,0,0,0,0,0,0
1164,2017 09 19 4,P-O R. B.,6,4,1,0,0,0,0,0
1165,2017 06 09 4,P-O R. B.,6,5,0,0,0,0,0,0
1166,2016 11 24 6,P-O R. B.,4,6,1,0,0,0,0,0
1167,2017 02 02 4,P-O R. B.,4,6,1,0,0,0,0,0
1168,2016 05 04 7,P-O R. B.,6,3,0,1,0,0,0,0
1169,2016 05 12 9,P-O R. B.,5,5,0,0,0,0,0,0
1170,2016 02 18 2,P-O R. B.,6,5,0,0,0,0,0,0
1171,2015 12 07 2,P-O R. B.,4,6,0,0,0,0,0,0
1172,2015 03 27 2,P-O R. B.,4,5,0,0,0,0,0,0
1173,2015 03 12 0,P-O R. B.,4,5,0,0,0,0,0,0
1174,2017 05 15 0,P-O R. B.,5,5,0,0,0,0,0,0
1175,2017 06 20 6,P-O R. B.,3,6,1,0,0,0,0,0
1176,2017 11 20 6,P-O R. B.,3,6,0,0,0,0,0,0
1177,2017 11 23 3,P-O R. B.,6,5,0,0,0,0,0,0
1178,2015 05 12 4,P-O R. B.,3,7,1,1,0,0,0,0
1179,2015 06 01 4,P-O R. B.,3,7,0,1,0,0,0,0
1180,2015 02 20 4,P-O R. B.,3,7,1,1,0,0,0,0
1181,2015 02 05 1,P-O R. B.,5,5,0,0,0,0,0,0
1182,2017 10 02 1,P-O R. B.,5,5,0,0,0,0,0,0
1183,2015 05 15 4,P-O R. B.,3,6,0,1,0,0,0,0
1184,2017 05 10 4,P-O R. B.,6,5,0,0,0,0,0,0
1185,2017 06 09 2,P-O R. B.,4,6,0,0,0,0,0,0
1186,2017 04 07 9,P-O R. B.,5,6,0,0,0,0,0,0
1187,2017 11 02 7,P-O R. B.,1,9,1,1,0,0,0,0
1188,2017 11 23 5,P-O R. B.,3,6,0,0,0,0,0,0
1189,2017 12 05 7,P-O R. B.,4,6,1,0,0,0,0,0
1190,2017 09 19 8,P-O R. B.,6,5,0,0,0,0,0,0
1191,2017 06 06 5,P-O R. B.,6,2,0,0,0,0,0,0
1192,2016 10 21 6,P-O R. B.,3,6,0,0,0,0,0,0
1193,2017 02 10 8,P-O R. B.,5,5,0,0,1,0,0,0
1194,2016 09 23 0,P-O R. B.,7,3,0,1,0,0,0,0
1195,2016 05 09 2,P-O R. B.,6,4,1,0,0,0,0,0
1196,2016 02 02 4,P-O R. B.,5,5,0,0,0,0,0,0
1197,2016 03 21 7,P-O R. B.,5,5,0,0,0,0,0,0
1198,2015 02 17 6,P-O R. B.,3,7,1,1,0,0,0,0
1199,2015 04 21 4,P-O R. B.,5,5,0,0,0,0,0,0
1200,2017 06 09 4,P-O R. B.,4,6,0,0,0,0,0,0
1201,2017 06 01 8,P-O R. B.,4,6,0,1,0,0,0,0
1202,2017 03 20 3,P-O R. B.,7,6,0,0,0,0,0,0
1203,2017 11 28 1,P-O R. B.,4,6,0,0,0,0,0,0
1204,2017 12 13 3,P-O R. B.,2,8,1,1,0,0,0,0
1205,2015 06 01 3,P-O R. B.,5,2,0,0,0,0,0,0
1206,2015 01 28 0,P-O R. B.,4,5,0,0,0,0,0,0
1207,2015 02 20 5,P-O R. B.,4,6,0,0,0,0,0,0
1208,2015 04 29 2,P-O R. B.,7,6,0,0,0,0,0,1
1209,2015 05 27 0,P-O R. B.,3,6,0,1,0,0,0,0
1210,2017 10 20 2,P-O R. B.,5,6,0,0,0,0,0,0
1211,2017 06 20 5,P-O R. B.,4,6,1,0,0,0,0,0
1212,2017 04 07 1,P-O R. B.,3,6,0,0,0,0,0,0
1213,2017 05 05 9,P-O R. B.,2,7,1,1,0,0,0,0
1214,2017 10 17 7,P-O R. B.,4,6,0,0,0,0,0,0
1215,2017 10 25 3,P-O R. B.,3,7,0,1,0,0,0,0
1216,2017 09 19 8,P-O R. B.,5,5,0,0,0,0,0,0
1217,2017 03 08 1,P-O R. B.,6,3,0,1,0,0,0,0
1218,2016 10 26 4,P-O R. B.,5,4,0,0,0,0,0,0
1219,2016 10 26 2,P-O R. B.,4,6,1,0,0,0,0,0
1220,2016 10 03 2,P-O R. B.,6,3,0,1,0,0,0,0
1221,2016 09 28 7,P-O R. B.,6,4,0,0,1,0,0,0
1222,2016 03 21 9,P-O R. B.,4,6,0,0,0,0,0,0
1223,2015 06 04 7,P-O R. B.,3,6,0,1,0,0,0,0
1224,2015 02 05 7,P-O R. B.,3,5,0,0,0,0,1,0
1225,2015 05 27 6,P-O R. B.,4,5,0,1,0,0,0,0
1226,2017 12 05 9,P-O R. B.,7,5,0,0,0,0,0,0
1227,2017 11 02 4,P-O R. B.,3,6,0,1,0,0,0,0
1228,2017 04 07 1,P-O R. B.,3,5,0,1,0,0,0,0
1229,2017 03 20 0,P-O R. B.,3,6,0,1,0,0,0,0
1230,2015 05 27 7,P-O R. B.,4,6,0,0,0,0,0,0
1231,2015 05 15 7,P-O R. B.,5,5,0,0,0,0,0,0
1232,2017 12 13 8,P-O R. B.,4,6,0,0,0,0,0,0
1233,2017 11 23 0,P-O R. B.,3,6,1,0,0,0,0,0
1234,2017 10 02 9,P-O R. B.,6,5,0,0,0,0,0,0
1235,2017 09 27 1,P-O R. B.,4,7,1,0,0,0,0,0
1236,2017 05 18 7,P-O R. B.,4,5,0,0,0,0,0,0
1237,2017 10 05 1,P-O R. B.,3,6,0,0,0,0,0,0
1238,2017 03 20 5,P-O R. B.,4,6,0,0,0,0,0,0
1239,2017 09 27 8,P-O R. B.,4,6,0,0,0,0,0,0
1240,2017 10 30 1,P-O R. B.,4,6,0,0,0,0,0,0
1241,2017 11 07 0,P-O R. B.,3,7,1,0,0,0,0,0
1242,2017 03 20 8,P-O R. B.,6,5,0,0,0,0,0,0
1243,2017 06 06 3,P-O R. B.,6,5,0,0,0,0,0,0
1244,2016 12 07 6,P-O R. B.,3,7,1,1,0,0,0,0
1245,2016 10 21 0,P-O R. B.,4,5,0,0,0,0,1,0
1246,2016 09 19 8,P-O R. B.,6,5,0,0,0,0,0,0
1247,2016 06 02 5,P-O R. B.,6,5,0,0,0,0,0,0
1248,2016 02 23 6,P-O R. B.,4,7,0,0,0,0,0,0
1249,2015 06 17 6,P-O R. B.,3,6,0,0,0,0,0,0
1250,2015 02 25 1,P-O R. B.,4,6,0,0,0,0,0,0
1251,2015 04 24 2,P-O R. B.,3,6,0,0,0,0,0,0
1252,2017 09 19 6,P-O R. B.,4,6,0,0,1,0,0,0
1253,2017 06 09 5,P-O R. B.,5,5,0,0,0,0,0,0
1254,2017 05 02 3,P-O R. B.,5,6,0,0,0,0,0,0
1255,2017 11 07 0,P-O R. B.,3,7,1,1,0,0,0,0
1256,2015 04 21 8,P-O R. B.,4,6,0,0,0,0,0,0
1257,2017 12 08 8,P-O R. B.,5,5,0,0,0,0,0,0
1258,2015 02 20 0,P-O R. B.,3,7,1,1,0,0,0,0
1259,2017 11 23 7,P-O R. B.,4,6,1,0,1,0,0,0
1260,2017 10 25 4,P-O R. B.,5,6,0,0,0,0,0,0
1261,2017 10 05 8,P-O R. B.,6,5,0,0,0,0,0,0
1262,2017 06 09 1,P-O R. B.,5,5,0,0,0,0,0,0
1263,2017 09 27 4,P-O R. B.,3,7,0,1,0,0,0,0
1264,2017 10 05 9,P-O R. B.,5,6,0,0,0,0,0,0
1265,2017 09 27 7,P-O R. B.,2,7,0,0,0,0,0,0
1266,2017 10 17 6,P-O R. B.,3,7,0,1,0,0,0,0
1267,2017 10 17 9,P-O R. B.,6,5,0,0,0,0,0,0
1268,2017 03 20 0,P-O R. B.,7,3,0,1,0,0,0,0
1269,2017 05 18 5,P-O R. B.,5,8,0,0,0,0,0,0
1270,2016 11 21 1,P-O R. B.,4,6,0,0,0,0,0,0
1271,2017 02 15 9,P-O R. B.,5,6,0,0,0,0,0,0
1272,2016 05 09 1,P-O R. B.,6,3,0,1,0,0,0,0
1273,2016 10 03 1,P-O R. B.,6,6,0,0,0,0,0,0
1274,2015 06 12 3,P-O R. B.,5,5,0,0,0,0,0,0
1275,2015 12 07 5,P-O R. B.,4,6,0,0,0,0,0,0
1276,2015 02 17 8,P-O R. B.,4,6,0,0,0,0,0,0
1277,2015 02 25 6,P-O R. B.,5,5,0,0,0,0,0,0
1278,2017 06 09 7,P-O R. B.,3,6,1,0,0,0,0,0
1279,2017 12 08 6,P-O R. B.,4,5,0,0,0,0,0,0
1280,2017 05 10 9,P-O R. B.,7,6,0,0,0,0,0,1
1281,2017 02 24 4,P-O R. B.,3,7,0,1,0,0,0,0
1282,2017 11 07 7,P-O R. B.,5,5,0,0,0,0,0,0
1283,2017 11 23 2,P-O R. B.,3,6,1,1,0,0,0,0
1284,2015 01 28 9,P-O R. B.,4,5,0,1,0,0,0,0
1285,2015 01 28 8,P-O R. B.,4,5,0,0,0,0,0,0
1286,2015 04 29 1,P-O R. B.,3,7,1,1,0,0,0,0
1287,2017 10 02 1,P-O R. B.,5,5,0,0,0,0,0,0
1288,2017 09 22 7,P-O R. B.,3,6,0,1,0,0,0,0
1289,2017 06 20 9,P-O R. B.,6,5,0,0,0,0,0,0
1290,2017 10 02 6,P-O R. B.,3,6,0,1,0,0,0,0
1291,2017 05 10 7,P-O R. B.,6,6,0,0,0,0,0,0
1292,2017 11 20 7,P-O R. B.,2,7,1,1,0,0,0,0
1293,2017 09 22 8,P-O R. B.,5,5,0,0,0,0,0,0
1294,2017 06 13 1,P-O R. B.,6,3,0,1,0,0,0,0
1295,2017 09 19 6,P-O R. B.,5,5,0,0,1,0,0,0
1296,2017 02 02 7,P-O R. B.,4,5,0,0,0,0,0,0
1297,2017 02 10 6,P-O R. B.,3,7,0,1,0,0,0,0
1298,2016 05 20 6,P-O R. B.,6,4,0,0,0,0,0,0
1299,2016 09 28 9,P-O R. B.,6,6,0,0,0,0,0,0
1300,2016 03 09 7,P-O R. B.,5,6,0,0,1,0,0,0
1301,2015 06 12 6,P-O R. B.,5,5,0,0,0,0,0,0
1302,2015 03 27 2,P-O R. B.,4,6,0,0,0,0,0,0
1303,2015 03 09 1,P-O R. B.,3,5,0,0,0,0,0,0
1304,2017 06 06 0,P-O R. B.,5,6,0,0,0,0,0,0
1305,2017 11 28 8,P-O R. B.,4,6,0,0,0,0,0,0
1306,2017 05 10 9,P-O R. B.,7,6,0,0,0,0,0,1
1307,2017 03 20 0,P-O R. B.,3,6,0,1,0,0,0,0
1308,2015 05 15 0,P-O R. B.,0,5,0,0,0,0,1,0
1309,2015 05 15 3,P-O R. B.,4,4,0,0,0,0,0,0
1310,2017 11 07 0,P-O R. B.,3,7,1,1,0,0,0,0
1311,2015 03 09 6,P-O R. B.,5,5,0,0,0,0,0,0
1312,2015 05 27 0,P-O R. B.,3,6,0,1,0,0,0,0
1313,2017 10 02 0,P-O R. B.,5,5,0,0,0,0,0,0
1314,2017 10 02 4,P-O R. B.,6,5,0,0,0,0,0,0
1315,2017 09 22 9,P-O R. B.,5,4,0,0,0,0,0,0
1316,2017 10 30 6,P-O R. B.,3,7,1,0,0,0,0,0
1317,2017 04 07 4,P-O R. B.,3,5,0,0,1,0,1,0
1318,2017 11 28 7,P-O R. B.,4,6,0,1,0,0,0,0
1319,2017 12 01 6,P-O R. B.,4,6,0,0,0,0,0,0
1320,2017 05 02 4,P-O R. B.,6,4,0,0,0,0,0,0
1321,2017 06 01 2,P-O R. B.,6,3,0,1,0,0,0,0
1322,2017 01 30 6,P-O R. B.,5,6,0,0,0,0,0,0
1323,2016 10 31 8,P-O R. B.,4,5,0,0,0,0,0,0
1324,2016 06 07 3,P-O R. B.,7,2,1,0,0,0,0,0
1325,2016 06 07 6,P-O R. B.,5,5,0,0,0,0,0,0
1326,2016 04 11 1,P-O R. B.,4,6,0,0,0,0,0,0
1327,2016 02 02 9,P-O R. B.,5,5,0,0,0,0,0,0
1328,2015 05 12 4,P-O R. B.,3,7,0,1,0,0,0,0
1329,2015 03 27 5,P-O R. B.,4,5,0,0,0,0,1,0
1330,2017 11 07 6,P-O R. B.,3,7,1,1,0,0,0,0
1331,2017 06 13 0,P-O R. B.,4,6,0,0,0,0,0,0
1332,2017 05 05 2,P-O R. B.,5,6,0,0,0,0,0,0
1333,2017 11 07 7,P-O R. B.,5,6,0,0,0,0,0,0
1334,2017 11 20 9,P-O R. B.,4,6,0,1,0,0,0,0
1335,2017 12 01 8,P-O R. B.,5,5,0,0,0,0,0,0
1336,2015 02 25 7,P-O R. B.,3,5,0,0,1,0,1,0
1337,2017 11 23 4,P-O R. B.,4,6,0,0,0,0,0,0
1338,2015 04 29 0,P-O R. B.,4,6,0,0,0,0,0,0
1339,2017 10 05 3,P-O R. B.,7,6,0,0,0,0,0,1
